variable,year,value,scenario,variant
Veränderung (Referenzindex 2000),2059,43.89244513456338,ZERO-C,KKW50
Veränderung (Referenzindex 2000),2060,43.592288918632164,ZERO-C,KKW50
Prozentuale Einsparung seit 2000,2000,0.0,ZERO-C,KKW50
Prozentuale Einsparung seit 2000,2001,0.027247498049773444,ZERO-C,KKW50
Prozentuale Einsparung seit 2000,2002,-0.009319473726271177,ZERO-C,KKW50
Prozentuale Einsparung seit 2000,2003,0.015585155047518562,ZERO-C,KKW50
Prozentuale Einsparung seit 2000,2004,0.01589553459910653,ZERO-C,KKW50
Prozentuale Einsparung seit 2000,2005,0.024094639296450504,ZERO-C,KKW50
Prozentuale Einsparung seit 2000,2006,0.011591929486942432,ZERO-C,KKW50
Prozentuale Einsparung seit 2000,2007,-0.029945510167445732,ZERO-C,KKW50
Prozentuale Einsparung seit 2000,2008,-0.006373685193373446,ZERO-C,KKW50
Prozentuale Einsparung seit 2000,2009,-0.039929385997723,ZERO-C,KKW50
Prozentuale Einsparung seit 2000,2010,-0.00941349884690501,ZERO-C,KKW50
Prozentuale Einsparung seit 2000,2011,-0.09486136727002303,ZERO-C,KKW50
Prozentuale Einsparung seit 2000,2012,-0.0703612825221821,ZERO-C,KKW50
Prozentuale Einsparung seit 2000,2013,-0.057113032936189634,ZERO-C,KKW50
Prozentuale Einsparung seit 2000,2014,-0.14710833516117172,ZERO-C,KKW50
Prozentuale Einsparung seit 2000,2015,-0.1451797775002408,ZERO-C,KKW50
Prozentuale Einsparung seit 2000,2016,-0.14118396909156616,ZERO-C,KKW50
Prozentuale Einsparung seit 2000,2017,-0.15650321840906534,ZERO-C,KKW50
Prozentuale Einsparung seit 2000,2018,-0.18967235287018225,ZERO-C,KKW50
Prozentuale Einsparung seit 2000,2019,-0.19528394795102821,ZERO-C,KKW50
Prozentuale Einsparung seit 2000,2020,-0.19926815508878193,ZERO-C,KKW50
Prozentuale Einsparung seit 2000,2021,-0.2147628372077074,ZERO-C,KKW50
Prozentuale Einsparung seit 2000,2022,-0.23043562203928492,ZERO-C,KKW50
Prozentuale Einsparung seit 2000,2023,-0.24610363306842342,ZERO-C,KKW50
Prozentuale Einsparung seit 2000,2024,-0.2615676311239308,ZERO-C,KKW50
Prozentuale Einsparung seit 2000,2025,-0.27679828773896964,ZERO-C,KKW50
Prozentuale Einsparung seit 2000,2026,-0.29182895214185167,ZERO-C,KKW50
Prozentuale Einsparung seit 2000,2027,-0.3070284210642332,ZERO-C,KKW50
Prozentuale Einsparung seit 2000,2028,-0.32214593225108135,ZERO-C,KKW50
Prozentuale Einsparung seit 2000,2029,-0.3366161307464146,ZERO-C,KKW50
Prozentuale Einsparung seit 2000,2030,-0.3507133064884369,ZERO-C,KKW50
Prozentuale Einsparung seit 2000,2031,-0.3641242882640483,ZERO-C,KKW50
Prozentuale Einsparung seit 2000,2032,-0.37728624491225404,ZERO-C,KKW50
Prozentuale Einsparung seit 2000,2033,-0.3898178331487996,ZERO-C,KKW50
Prozentuale Einsparung seit 2000,2034,-0.4017630408749482,ZERO-C,KKW50
Prozentuale Einsparung seit 2000,2035,-0.41308899246795827,ZERO-C,KKW50
Prozentuale Einsparung seit 2000,2036,-0.42396261140655433,ZERO-C,KKW50
Prozentuale Einsparung seit 2000,2037,-0.4343919468780263,ZERO-C,KKW50
Prozentuale Einsparung seit 2000,2038,-0.4444205809648414,ZERO-C,KKW50
Prozentuale Einsparung seit 2000,2039,-0.45349125503072873,ZERO-C,KKW50
Prozentuale Einsparung seit 2000,2040,-0.4623978274576127,ZERO-C,KKW50
Prozentuale Einsparung seit 2000,2041,-0.4707789052454363,ZERO-C,KKW50
Prozentuale Einsparung seit 2000,2042,-0.47841082134223134,ZERO-C,KKW50
Prozentuale Einsparung seit 2000,2043,-0.48581001817652114,ZERO-C,KKW50
Prozentuale Einsparung seit 2000,2044,-0.4926097001037696,ZERO-C,KKW50
Prozentuale Einsparung seit 2000,2045,-0.49912419496071514,ZERO-C,KKW50
Prozentuale Einsparung seit 2000,2046,-0.5054497330294575,ZERO-C,KKW50
Prozentuale Einsparung seit 2000,2047,-0.5115044444437246,ZERO-C,KKW50
Prozentuale Einsparung seit 2000,2048,-0.5171023048270813,ZERO-C,KKW50
Prozentuale Einsparung seit 2000,2049,-0.522139003102223,ZERO-C,KKW50
Prozentuale Einsparung seit 2000,2050,-0.5270338278621189,ZERO-C,KKW50
Prozentuale Einsparung seit 2000,2051,-0.5317806933109993,ZERO-C,KKW50
Prozentuale Einsparung seit 2000,2052,-0.5361935618556208,ZERO-C,KKW50
Prozentuale Einsparung seit 2000,2053,-0.5402309473247742,ZERO-C,KKW50
Prozentuale Einsparung seit 2000,2054,-0.5441218721045797,ZERO-C,KKW50
Prozentuale Einsparung seit 2000,2055,-0.5478745085397456,ZERO-C,KKW50
Prozentuale Einsparung seit 2000,2056,-0.551343790374514,ZERO-C,KKW50
Prozentuale Einsparung seit 2000,2057,-0.5547811303296365,ZERO-C,KKW50
Prozentuale Einsparung seit 2000,2058,-0.5579545098679974,ZERO-C,KKW50
Prozentuale Einsparung seit 2000,2059,-0.5610755486543662,ZERO-C,KKW50
Prozentuale Einsparung seit 2000,2060,-0.5640771108136784,ZERO-C,KKW50
Summe pro Kopf [GJ/Einwohner],2000,109.0155124567777,WWB,KKW50
Summe pro Kopf [GJ/Einwohner],2001,111.99448497338054,WWB,KKW50
Summe pro Kopf [GJ/Einwohner],2002,108.02235335663923,WWB,KKW50
Summe pro Kopf [GJ/Einwohner],2003,110.75078869062952,WWB,KKW50
Summe pro Kopf [GJ/Einwohner],2004,110.7895361770991,WWB,KKW50
Summe pro Kopf [GJ/Einwohner],2005,111.65744692082816,WWB,KKW50
Summe pro Kopf [GJ/Einwohner],2006,110.29386666754358,WWB,KKW50
Summe pro Kopf [GJ/Einwohner],2007,105.77224024527648,WWB,KKW50
Summe pro Kopf [GJ/Einwohner],2008,108.28449135260976,WWB,KKW50
Summe pro Kopf [GJ/Einwohner],2009,104.67590133598972,WWB,KKW50
Summe pro Kopf [GJ/Einwohner],2010,108.00404125635964,WWB,KKW50
Summe pro Kopf [GJ/Einwohner],2011,98.65089256855649,WWB,KKW50
Summe pro Kopf [GJ/Einwohner],2012,101.35283983590931,WWB,KKW50
Summe pro Kopf [GJ/Einwohner],2013,102.79399906851476,WWB,KKW50
Summe pro Kopf [GJ/Einwohner],2014,93.00776532870567,WWB,KKW50
Summe pro Kopf [GJ/Einwohner],2015,93.20138975260056,WWB,KKW50
Summe pro Kopf [GJ/Einwohner],2016,93.64140181104894,WWB,KKW50
Summe pro Kopf [GJ/Einwohner],2017,91.9477236218785,WWB,KKW50
Summe pro Kopf [GJ/Einwohner],2018,88.33648169895847,WWB,KKW50
Summe pro Kopf [GJ/Einwohner],2019,87.73039449599973,WWB,KKW50
Summe pro Kopf [GJ/Einwohner],2020,87.40420562917915,WWB,KKW50
Summe pro Kopf [GJ/Einwohner],2021,86.08492574119623,WWB,KKW50
Summe pro Kopf [GJ/Einwohner],2022,84.76816654266193,WWB,KKW50
Summe pro Kopf [GJ/Einwohner],2023,83.46812377347392,WWB,KKW50
Summe pro Kopf [GJ/Einwohner],2024,82.1914179127285,WWB,KKW50
Summe pro Kopf [GJ/Einwohner],2025,80.90917991016164,WWB,KKW50
Summe pro Kopf [GJ/Einwohner],2026,79.66969082180567,WWB,KKW50
Summe pro Kopf [GJ/Einwohner],2027,78.38338179551957,WWB,KKW50
Summe pro Kopf [GJ/Einwohner],2028,77.15390075038424,WWB,KKW50
Summe pro Kopf [GJ/Einwohner],2029,75.94303520351673,WWB,KKW50
Summe pro Kopf [GJ/Einwohner],2030,74.7662939311014,WWB,KKW50
Summe pro Kopf [GJ/Einwohner],2031,73.63432783121418,WWB,KKW50
Summe pro Kopf [GJ/Einwohner],2032,72.5383159529815,WWB,KKW50
Summe pro Kopf [GJ/Einwohner],2033,71.4998620597082,WWB,KKW50
Summe pro Kopf [GJ/Einwohner],2034,70.5213929609781,WWB,KKW50
Summe pro Kopf [GJ/Einwohner],2035,69.61392085840957,WWB,KKW50
Summe pro Kopf [GJ/Einwohner],2036,68.74667879120504,WWB,KKW50
Summe pro Kopf [GJ/Einwohner],2037,67.90667380776203,WWB,KKW50
Summe pro Kopf [GJ/Einwohner],2038,67.10507443622434,WWB,KKW50
Summe pro Kopf [GJ/Einwohner],2039,66.3609552310931,WWB,KKW50
Summe pro Kopf [GJ/Einwohner],2040,65.642678515781,WWB,KKW50
Summe pro Kopf [GJ/Einwohner],2041,64.94185519145935,WWB,KKW50
Summe pro Kopf [GJ/Einwohner],2042,64.27505415744614,WWB,KKW50
Summe pro Kopf [GJ/Einwohner],2043,63.62812031565466,WWB,KKW50
Summe pro Kopf [GJ/Einwohner],2044,63.02308561534656,WWB,KKW50
Summe pro Kopf [GJ/Einwohner],2045,62.441292287879975,WWB,KKW50
Summe pro Kopf [GJ/Einwohner],2046,61.882201591579104,WWB,KKW50
Summe pro Kopf [GJ/Einwohner],2047,61.339059288887555,WWB,KKW50
Summe pro Kopf [GJ/Einwohner],2048,60.82342322122188,WWB,KKW50
Summe pro Kopf [GJ/Einwohner],2049,60.35828125415846,WWB,KKW50
Summe pro Kopf [GJ/Einwohner],2050,59.914392136195225,WWB,KKW50
Summe pro Kopf [GJ/Einwohner],2051,59.48492318775574,WWB,KKW50
Summe pro Kopf [GJ/Einwohner],2052,59.074715224512794,WWB,KKW50
Summe pro Kopf [GJ/Einwohner],2053,58.71530248574064,WWB,KKW50
Summe pro Kopf [GJ/Einwohner],2054,58.37232289947435,WWB,KKW50
Summe pro Kopf [GJ/Einwohner],2055,58.0225038877833,WWB,KKW50
Summe pro Kopf [GJ/Einwohner],2056,57.70880304548658,WWB,KKW50
Summe pro Kopf [GJ/Einwohner],2057,57.39976147449042,WWB,KKW50
Summe pro Kopf [GJ/Einwohner],2058,57.10414015520248,WWB,KKW50
Summe pro Kopf [GJ/Einwohner],2059,56.816355004629415,WWB,KKW50
Summe pro Kopf [GJ/Einwohner],2060,56.51580816226594,WWB,KKW50
Veränderung (Referenzindex 2000),2000,100.0,WWB,KKW50
Veränderung (Referenzindex 2000),2001,102.73261341387901,WWB,KKW50
Veränderung (Referenzindex 2000),2002,99.08897451586787,WWB,KKW50
Veränderung (Referenzindex 2000),2003,101.5917700102908,WWB,KKW50
Veränderung (Referenzindex 2000),2004,101.62731310466,WWB,KKW50
Veränderung (Referenzindex 2000),2005,102.42344819054804,WWB,KKW50
Veränderung (Referenzindex 2000),2006,101.17263514334505,WWB,KKW50
Veränderung (Referenzindex 2000),2007,97.02494430525462,WWB,KKW50
Veränderung (Referenzindex 2000),2008,99.3294338689113,WWB,KKW50
Veränderung (Referenzindex 2000),2009,96.0192719155372,WWB,KKW50
Veränderung (Referenzindex 2000),2010,99.07217681445191,WWB,KKW50
Veränderung (Referenzindex 2000),2011,90.49252748104949,WWB,KKW50
Veränderung (Referenzindex 2000),2012,92.97102545483472,WWB,KKW50
Veränderung (Referenzindex 2000),2013,94.29300174988433,WWB,KKW50
Veränderung (Referenzindex 2000),2014,85.3160832185064,WWB,KKW50
Veränderung (Referenzindex 2000),2015,85.49369502762545,WWB,KKW50
Veränderung (Referenzindex 2000),2016,85.89731837308541,WWB,KKW50
Veränderung (Referenzindex 2000),2017,84.34370627605294,WWB,KKW50
Veränderung (Referenzindex 2000),2018,81.03111172731676,WWB,KKW50
Veränderung (Referenzindex 2000),2019,80.47514754451385,WWB,KKW50
Veränderung (Referenzindex 2000),2020,80.17593428626319,WWB,KKW50
Veränderung (Referenzindex 2000),2021,78.9657579927692,WWB,KKW50
Veränderung (Referenzindex 2000),2022,77.75789392933477,WWB,KKW50
Veränderung (Referenzindex 2000),2023,76.56536385733841,WWB,KKW50
Veränderung (Referenzindex 2000),2024,75.39424074653193,WWB,KKW50
Veränderung (Referenzindex 2000),2025,74.21804299845894,WWB,KKW50
Veränderung (Referenzindex 2000),2026,73.08105885700715,WWB,KKW50
Veränderung (Referenzindex 2000),2027,71.90112675624663,WWB,KKW50
Veränderung (Referenzindex 2000),2028,70.77332299930626,WWB,KKW50
Veränderung (Referenzindex 2000),2029,69.66259525095248,WWB,KKW50
Veränderung (Referenzindex 2000),2030,68.58316972159776,WWB,KKW50
Veränderung (Referenzindex 2000),2031,67.54481648692759,WWB,KKW50
Veränderung (Referenzindex 2000),2032,66.53944408300735,WWB,KKW50
Veränderung (Referenzindex 2000),2033,65.58686965587248,WWB,KKW50
Veränderung (Referenzindex 2000),2034,64.68931931952191,WWB,KKW50
Veränderung (Referenzindex 2000),2035,63.856894573614,WWB,KKW50
Veränderung (Referenzindex 2000),2036,63.06137286513387,WWB,KKW50
Veränderung (Referenzindex 2000),2037,62.29083575118318,WWB,KKW50
Veränderung (Referenzindex 2000),2038,61.55552812984304,WWB,KKW50
Veränderung (Referenzindex 2000),2039,60.872947102279404,WWB,KKW50
Veränderung (Referenzindex 2000),2040,60.21407140732096,WWB,KKW50
Veränderung (Referenzindex 2000),2041,59.571205719192854,WWB,KKW50
Veränderung (Referenzindex 2000),2042,58.95954869994288,WWB,KKW50
Veränderung (Referenzindex 2000),2043,58.366115868951994,WWB,KKW50
Veränderung (Referenzindex 2000),2044,57.8111171475104,WWB,KKW50
Veränderung (Referenzindex 2000),2045,57.27743775239015,WWB,KKW50
Veränderung (Referenzindex 2000),2046,56.76458349550396,WWB,KKW50
Veränderung (Referenzindex 2000),2047,56.266358710378185,WWB,KKW50
Veränderung (Referenzindex 2000),2048,55.79336541241051,WWB,KKW50
Veränderung (Referenzindex 2000),2049,55.36669038554418,WWB,KKW50
Veränderung (Referenzindex 2000),2050,54.959510610886674,WWB,KKW50
Veränderung (Referenzindex 2000),2051,54.565558467048646,WWB,KKW50
Veränderung (Referenzindex 2000),2052,54.18927443737389,WWB,KKW50
Veränderung (Referenzindex 2000),2053,53.859584899919625,WWB,KKW50
Veränderung (Referenzindex 2000),2054,53.544969503874704,WWB,KKW50
Veränderung (Referenzindex 2000),2055,53.224080298469424,WWB,KKW50
Veränderung (Referenzindex 2000),2056,52.93632231318169,WWB,KKW50
Veränderung (Referenzindex 2000),2057,52.652838280467826,WWB,KKW50
Veränderung (Referenzindex 2000),2058,52.38166465331532,WWB,KKW50
Veränderung (Referenzindex 2000),2059,52.117679148787076,WWB,KKW50
Veränderung (Referenzindex 2000),2060,51.84198733613552,WWB,KKW50
Prozentuale Einsparung seit 2000,2000,0.0,WWB,KKW50
Prozentuale Einsparung seit 2000,2001,0.027326134138790037,WWB,KKW50
Prozentuale Einsparung seit 2000,2002,-0.00911025484132122,WWB,KKW50
Prozentuale Einsparung seit 2000,2003,0.01591770010290805,WWB,KKW50
Prozentuale Einsparung seit 2000,2004,0.016273131046599998,WWB,KKW50
Prozentuale Einsparung seit 2000,2005,0.0242344819054805,WWB,KKW50
Prozentuale Einsparung seit 2000,2006,0.011726351433450466,WWB,KKW50
Prozentuale Einsparung seit 2000,2007,-0.029750556947453766,WWB,KKW50
Prozentuale Einsparung seit 2000,2008,-0.006705661310887012,WWB,KKW50
Prozentuale Einsparung seit 2000,2009,-0.039807280844627924,WWB,KKW50
Prozentuale Einsparung seit 2000,2010,-0.009278231855480934,WWB,KKW50
Prozentuale Einsparung seit 2000,2011,-0.0950747251895051,WWB,KKW50
Prozentuale Einsparung seit 2000,2012,-0.07028974545165279,WWB,KKW50
Prozentuale Einsparung seit 2000,2013,-0.05706998250115669,WWB,KKW50
Prozentuale Einsparung seit 2000,2014,-0.146839167814936,WWB,KKW50
Prozentuale Einsparung seit 2000,2015,-0.1450630497237455,WWB,KKW50
Prozentuale Einsparung seit 2000,2016,-0.14102681626914582,WWB,KKW50
Prozentuale Einsparung seit 2000,2017,-0.15656293723947057,WWB,KKW50
Prozentuale Einsparung seit 2000,2018,-0.18968888272683238,WWB,KKW50
Prozentuale Einsparung seit 2000,2019,-0.19524852455486152,WWB,KKW50
Prozentuale Einsparung seit 2000,2020,-0.19824065713736816,WWB,KKW50
Prozentuale Einsparung seit 2000,2021,-0.21034242007230808,WWB,KKW50
Prozentuale Einsparung seit 2000,2022,-0.22242106070665235,WWB,KKW50
Prozentuale Einsparung seit 2000,2023,-0.2343463614266159,WWB,KKW50
Prozentuale Einsparung seit 2000,2024,-0.24605759253468062,WWB,KKW50
Prozentuale Einsparung seit 2000,2025,-0.25781957001541056,WWB,KKW50
Prozentuale Einsparung seit 2000,2026,-0.26918941142992847,WWB,KKW50
Prozentuale Einsparung seit 2000,2027,-0.28098873243753375,WWB,KKW50
Prozentuale Einsparung seit 2000,2028,-0.29226677000693735,WWB,KKW50
Prozentuale Einsparung seit 2000,2029,-0.30337404749047525,WWB,KKW50
Prozentuale Einsparung seit 2000,2030,-0.3141683027840224,WWB,KKW50
Prozentuale Einsparung seit 2000,2031,-0.32455183513072416,WWB,KKW50
Prozentuale Einsparung seit 2000,2032,-0.3346055591699265,WWB,KKW50
Prozentuale Einsparung seit 2000,2033,-0.3441313034412753,WWB,KKW50
Prozentuale Einsparung seit 2000,2034,-0.3531068068047809,WWB,KKW50
Prozentuale Einsparung seit 2000,2035,-0.36143105426386,WWB,KKW50
Prozentuale Einsparung seit 2000,2036,-0.3693862713486613,WWB,KKW50
Prozentuale Einsparung seit 2000,2037,-0.3770916424881682,WWB,KKW50
Prozentuale Einsparung seit 2000,2038,-0.3844447187015696,WWB,KKW50
Prozentuale Einsparung seit 2000,2039,-0.39127052897720593,WWB,KKW50
Prozentuale Einsparung seit 2000,2040,-0.39785928592679043,WWB,KKW50
Prozentuale Einsparung seit 2000,2041,-0.40428794280807145,WWB,KKW50
Prozentuale Einsparung seit 2000,2042,-0.41040451300057124,WWB,KKW50
Prozentuale Einsparung seit 2000,2043,-0.41633884131048005,WWB,KKW50
Prozentuale Einsparung seit 2000,2044,-0.42188882852489595,WWB,KKW50
Prozentuale Einsparung seit 2000,2045,-0.4272256224760985,WWB,KKW50
Prozentuale Einsparung seit 2000,2046,-0.4323541650449604,WWB,KKW50
Prozentuale Einsparung seit 2000,2047,-0.43733641289621816,WWB,KKW50
Prozentuale Einsparung seit 2000,2048,-0.4420663458758949,WWB,KKW50
Prozentuale Einsparung seit 2000,2049,-0.4463330961445582,WWB,KKW50
Prozentuale Einsparung seit 2000,2050,-0.45040489389113325,WWB,KKW50
Prozentuale Einsparung seit 2000,2051,-0.45434441532951353,WWB,KKW50
Prozentuale Einsparung seit 2000,2052,-0.4581072556262611,WWB,KKW50
Prozentuale Einsparung seit 2000,2053,-0.4614041510008038,WWB,KKW50
Prozentuale Einsparung seit 2000,2054,-0.46455030496125294,WWB,KKW50
Prozentuale Einsparung seit 2000,2055,-0.46775919701530577,WWB,KKW50
Prozentuale Einsparung seit 2000,2056,-0.47063677686818306,WWB,KKW50
Prozentuale Einsparung seit 2000,2057,-0.4734716171953217,WWB,KKW50
Prozentuale Einsparung seit 2000,2058,-0.4761833534668468,WWB,KKW50
Prozentuale Einsparung seit 2000,2059,-0.47882320851212923,WWB,KKW50
Prozentuale Einsparung seit 2000,2060,-0.4815801266386448,WWB,KKW50
